customer_id,company_name,plan_tier,segment,r_score,f_score,m_score,rfm_total,recency_days,frequency,monetary,engagement_score,is_churned
332,WaveCorp,free,Potential Loyalists,3,2,1,6,164,24,246.23,23.04,1
333,ZenHQ,free,Champions,4,4,4,12,146,31,5763.320000000001,25.04,0
334,ZenDev,professional,Loyal Customers,4,4,3,11,146,34,2335.72,28.45,0
335,ZealCorp,professional,Loyal Customers,3,3,3,9,170,28,1864.4299999999998,25.19,0
336,WaveGroup,enterprise,Cannot Lose Them,1,3,1,5,270,26,281.94,25.52,0
337,Nexus Digital,starter,At Risk,2,3,3,8,199,25,1445.48,23.62,0
338,JadeIO,enterprise,Potential Loyalists,3,1,4,8,159,21,2984.0,20.98,1
339,DataHQ,starter,Promising,4,3,1,8,150,28,410.68,24.39,0
340,OrbitLogic,free,Promising,3,4,1,8,172,30,332.90999999999997,27.01,0
341,VertexIO,starter,Loyal Customers,3,4,4,11,175,37,3051.31,30.6,0
342,Vertex Logic,starter,Potential Loyalists,4,1,2,7,149,16,867.9,15.76,1
343,PeakDigital,free,Needs Attention,1,2,3,6,214,22,1399.09,22.97,0
344,PeakVentures,free,Needs Attention,1,2,4,7,302,23,2357.92,22.24,0
345,Zeal Software,professional,Loyal Customers,4,3,3,10,157,25,1200.33,22.83,0
346,SageHub,free,Needs Attention,2,3,2,7,199,25,716.15,25.52,1
347,ArcPlatform,professional,Potential Loyalists,4,1,1,6,143,19,339.43,20.8,0
348,Vine Logic,free,Promising,4,3,2,9,150,25,906.12,23.0,0
349,HiveDynamics,enterprise,Potential Loyalists,3,2,4,9,159,23,2925.02,21.43,0
350,DriftSolutions,professional,Potential Loyalists,3,2,4,9,159,22,6698.83,22.23,1
351,LunaHQ,starter,Potential Loyalists,4,1,4,9,157,13,2527.34,13.91,1
352,UnitDev,free,Needs Attention,2,2,3,7,183,24,1815.8400000000001,23.41,1
353,ArcCloud,free,Loyal Customers,4,3,4,11,155,27,4211.42,24.36,0
354,Link Ops,starter,Needs Attention,2,2,4,8,180,24,2979.44,22.51,0
355,Cloud Ops,starter,Loyal Customers,3,3,4,10,175,26,3030.14,24.65,0
356,DriftPro,professional,Loyal Customers,4,3,4,11,149,25,2375.35,23.3,0
357,VertexDev,free,Potential Loyalists,4,2,2,8,153,22,697.0,21.77,0
358,BeamGroup,professional,Needs Attention,1,2,4,7,305,22,4497.360000000001,21.65,0
359,TrekCloud,starter,At Risk,2,3,4,9,206,26,8655.6,24.45,0
360,Sync Analytics,enterprise,At Risk,1,4,3,8,228,29,2208.35,27.51,0
361,MetaWorks,professional,Needs Attention,2,4,1,7,179,36,517.3199999999999,30.17,0
362,Hive Cloud,starter,Lost,2,2,1,5,193,22,584.08,22.01,0
363,VertexLogic,starter,Needs Attention,2,3,2,7,180,25,1094.5,24.5,0
364,LunaSystems,professional,Needs Attention,2,1,4,7,202,21,3105.44,20.39,0
365,Grid Dev,starter,Loyal Customers,4,4,3,11,153,30,1672.93,27.7,0
366,VertexHQ,starter,Lost,1,2,1,4,234,22,569.3199999999999,21.34,0
367,Hub Labs,free,Promising,4,4,2,10,147,31,751.31,26.3,0
368,NexusWorks,starter,Loyal Customers,4,4,3,11,144,29,1134.07,27.46,0
369,MetaNet,starter,Loyal Customers,3,4,4,11,159,35,2624.67,29.0,0
370,Xenon Logic,starter,Needs Attention,1,2,4,7,430,22,5340.55,21.17,1
371,ZealStudio,free,Promising,3,4,1,8,159,29,500.55,25.84,0
372,NexusPlatform,professional,Potential Loyalists,3,1,1,5,165,20,556.8100000000001,17.83,0
373,VineNet,enterprise,Needs Attention,2,1,4,7,183,19,2468.32,19.99,0
374,UltraIO,free,Promising,3,4,1,8,164,29,467.71000000000004,27.83,1
375,TidalVentures,professional,Cannot Lose Them,1,3,2,6,219,27,740.14,24.32,0
376,XenonDynamics,free,Promising,4,3,2,9,149,26,749.12,24.63,0
377,ZenLogic,starter,Potential Loyalists,3,2,2,7,171,24,763.87,21.08,0
378,Bolt Digital,professional,Potential Loyalists,4,2,2,8,143,23,897.95,21.94,0
379,BeamDynamics,enterprise,Potential Loyalists,3,2,1,6,165,22,24.02,21.79,0
380,KeenIO,starter,Loyal Customers,4,4,3,11,149,39,2237.42,31.07,0
381,EchoStack,free,Potential Loyalists,4,1,4,9,149,20,2629.5899999999997,19.75,0
382,Cloud Net,professional,Potential Loyalists,4,1,2,7,156,19,1114.44,18.65,1
383,Glow Tech,starter,At Risk,2,3,4,9,181,28,5573.59,24.6,0
384,QuestHQ,enterprise,Needs Attention,2,2,3,7,183,24,2329.54,23.51,0
385,WarpCorp,enterprise,Lost,1,1,2,4,247,20,942.69,20.61,0
386,EchoCloud,starter,Needs Attention,1,2,4,7,223,24,2896.29,24.4,1
387,GridDynamics,enterprise,Potential Loyalists,4,1,4,9,142,16,3726.3599999999997,16.44,0
388,MetaDev,free,Needs Attention,2,4,2,8,190,37,763.1800000000001,32.34,1
389,CloudLabs,free,Loyal Customers,3,3,3,9,162,28,1807.8300000000002,25.01,1
390,Sync HQ,professional,Needs Attention,2,3,1,6,182,26,490.23,24.1,1
391,QuarkSolutions,professional,Needs Attention,2,3,1,6,191,26,273.28000000000003,23.08,0
392,Keen Pro,professional,At Risk,1,3,3,7,258,25,1816.75,22.93,1
393,EchoCorp,free,Lost,1,1,2,4,225,17,957.28,19.13,0
394,DataStack,professional,Needs Attention,2,1,3,6,195,20,1770.54,19.6,0
395,TidalNet,enterprise,Lost,2,1,1,4,192,19,423.28,19.01,1
396,Data Works,professional,Loyal Customers,4,3,4,11,147,27,3451.83,23.41,0
397,EdgeAI,professional,Potential Loyalists,3,2,1,6,177,22,446.09,21.19,1
398,Meta Corp,starter,Promising,4,3,2,9,149,27,964.3800000000001,22.7,0
399,LinkSolutions,free,Promising,3,3,2,8,172,25,897.04,22.08,0
400,Flux Tech,professional,Needs Attention,1,2,3,6,263,24,1702.25,23.39,0
401,Core Corp,starter,Potential Loyalists,4,1,4,9,150,21,2757.93,20.97,0
402,MetaSystems,starter,Needs Attention,2,1,3,6,201,20,1889.19,17.87,0
403,RiftIO,professional,Loyal Customers,4,3,4,11,144,26,2435.37,24.38,0
404,Bolt IO,starter,Promising,3,3,1,7,176,27,283.65,24.5,0
405,GridPlatform,free,Potential Loyalists,4,2,2,8,155,24,1086.96,22.06,0
406,UnitSoftware,professional,Potential Loyalists,3,2,1,6,164,24,470.57,22.13,0
407,MistSolutions,starter,Potential Loyalists,4,2,4,10,143,23,3776.44,20.28,0
408,AcmePro,starter,Loyal Customers,4,4,3,11,147,29,1228.26,26.12,0
409,EchoPro,free,Loyal Customers,4,3,3,10,143,27,1380.8,23.92,1
410,NovaDigital,starter,Potential Loyalists,3,2,2,7,168,24,844.4300000000001,23.33,0
411,ZealDigital,starter,Needs Attention,2,1,4,7,201,21,3571.8900000000003,19.67,0
412,SageGroup,professional,Potential Loyalists,3,1,3,7,172,21,1734.1,18.81,0
413,YieldStudio,professional,Potential Loyalists,4,1,3,8,151,16,1161.5600000000002,16.63,0
414,UltraStudio,starter,Potential Loyalists,3,2,4,9,163,23,3437.52,21.1,1
415,CoreGroup,professional,Needs Attention,1,1,4,6,277,20,2481.33,18.01,1
416,NovaDev,enterprise,Promising,4,3,1,8,152,25,590.76,24.23,1
417,ArcVentures,professional,Cannot Lose Them,1,3,1,5,216,25,593.8199999999999,21.63,0
418,KiteGroup,starter,Needs Attention,2,2,4,8,182,23,3766.1099999999997,21.86,1
419,JetStudio,free,Promising,4,3,2,9,149,26,786.2,24.66,0
420,Sync Hub,free,Promising,4,4,1,9,142,30,567.53,26.39,0
421,TidalLabs,starter,Needs Attention,2,1,4,7,207,19,2528.41,17.86,0
422,BoltTech,free,Potential Loyalists,4,2,3,9,143,24,1968.4500000000003,21.89,1
423,SyncStudio,enterprise,At Risk,2,4,3,9,179,30,1666.8,25.59,1
424,IonVentures,professional,At Risk,2,3,3,8,196,25,1274.27,22.88,1
425,MetaSolutions,enterprise,Loyal Customers,3,4,3,10,165,31,1450.48,27.31,0
426,TidalStack,starter,Potential Loyalists,3,1,2,6,169,18,659.12,18.29,0
427,EchoVentures,starter,Promising,4,3,1,8,152,25,602.44,23.12,1
428,Xenon Corp,enterprise,Cannot Lose Them,1,4,1,6,244,32,187.54000000000002,25.48,1
429,UltraOps,starter,Potential Loyalists,3,1,2,6,170,21,949.02,20.66,0
430,Jet Dev,starter,Lost,1,1,2,4,232,19,967.98,18.42,0
431,ArcHQ,starter,Lost,1,2,1,4,328,24,486.05,22.79,0
432,Hub Platform,starter,Needs Attention,2,2,4,8,211,23,3624.31,22.3,0
433,BoltHub,professional,Cannot Lose Them,1,3,2,6,217,28,722.61,24.7,0
434,Meta Solutions,enterprise,Needs Attention,1,1,4,6,265,19,2670.09,18.29,0
435,Link Hub,starter,Cannot Lose Them,1,3,1,5,242,28,452.77,25.56,1
436,CoreOps,free,Cannot Lose Them,1,4,1,6,243,32,632.1,28.25,1
437,Ultra IO,free,Lost,1,1,1,3,216,21,310.08000000000004,18.98,0
438,EdgeIO,starter,Lost,2,2,1,5,190,23,587.63,22.22,1
439,Meta Works,professional,Promising,3,3,2,8,158,25,1015.64,22.58,0
440,WaveIO,enterprise,Potential Loyalists,4,1,4,9,156,18,4725.16,19.46,0
441,LunaLogic,free,Needs Attention,1,2,3,6,250,24,1637.54,23.3,0
442,Warp AI,professional,Loyal Customers,4,4,3,11,145,30,2157.67,26.92,0
443,Trek Logic,starter,Potential Loyalists,4,2,3,9,146,22,1501.1299999999999,20.9,0
444,NexusOps,professional,Potential Loyalists,4,2,4,10,156,24,3500.46,22.98,1
445,Pulse Platform,free,Needs Attention,2,1,3,6,189,18,2174.0099999999998,17.62,1
446,RushLabs,free,At Risk,1,4,4,9,258,30,4984.29,25.09,0
447,Beam Software,starter,Promising,4,4,1,9,149,35,310.34000000000003,30.48,0
448,Vertex Analytics,starter,Potential Loyalists,3,2,4,9,159,23,3045.3700000000003,22.2,0
449,QuarkGroup,free,Promising,4,3,2,9,150,27,1022.19,25.78,0
450,RushStack,starter,Needs Attention,2,3,2,7,198,26,1103.64,23.56,1
451,Arc Analytics,free,Lost,2,1,2,5,204,20,974.77,20.89,1
452,Rush Digital,free,Needs Attention,1,1,3,5,253,18,1228.53,19.65,0
453,ArcStudio,professional,Promising,4,3,1,8,147,25,503.99,24.49,1
454,MistSystems,free,Lost,1,1,1,3,230,20,386.8,18.89,1
455,HubWorks,professional,At Risk,2,4,4,10,210,34,2959.74,27.66,0
456,VineOps,free,Lost,2,2,2,6,184,24,832.75,22.78,1
457,Warp Platform,free,Potential Loyalists,4,2,2,8,154,23,688.4300000000001,21.83,0
458,VertexNet,starter,Potential Loyalists,4,2,4,10,144,23,2704.62,21.85,0
459,SageLabs,enterprise,Lost,2,1,1,4,201,19,129.79,18.76,0
460,MistOps,professional,Potential Loyalists,3,2,1,6,172,22,631.32,21.53,0
461,Bolt Dynamics,professional,Needs Attention,2,3,1,6,181,27,324.32,23.7,0
462,Trek Dev,starter,Promising,3,3,2,8,176,28,881.6,23.68,0
463,IonCorp,starter,Needs Attention,2,1,4,7,180,20,4870.25,19.22,0
464,Ion Works,professional,Lost,2,2,2,6,182,22,714.4200000000001,22.28,0
465,MistNet,enterprise,Needs Attention,1,1,3,5,220,14,1881.5099999999998,16.66,0
466,Ultra Net,starter,Needs Attention,2,2,3,7,189,23,1356.3400000000001,20.24,0
467,NexusHub,starter,Champions,4,4,4,12,151,31,3070.1499999999996,28.37,0
468,Drift Corp,professional,Needs Attention,2,2,3,7,187,24,1304.29,22.65,0
469,SyncSolutions,professional,Promising,3,4,2,9,160,31,988.14,27.15,1
470,Rift Systems,free,Potential Loyalists,3,2,3,8,164,24,1219.05,22.03,0
471,CloudStack,starter,Potential Loyalists,4,2,4,10,152,22,2936.0,22.38,0
472,Pulse Hub,professional,Potential Loyalists,3,2,2,7,162,24,715.66,23.75,0
473,VineCloud,starter,Promising,4,4,1,9,146,33,129.5,26.97,0
474,Onyx Corp,starter,Lost,2,2,2,6,211,22,966.0899999999999,22.35,0
475,IonOps,professional,Lost,2,2,2,6,188,22,898.5899999999999,21.72,0
476,WaveAnalytics,starter,Needs Attention,1,2,3,6,273,22,1503.03,19.31,1
477,Vine Group,starter,Needs Attention,1,2,3,6,221,23,1398.24,21.37,0
478,TidalGroup,starter,Promising,4,3,1,8,148,25,92.59,23.79,1
479,NovaIO,enterprise,Needs Attention,2,4,2,8,188,29,914.62,27.33,1
480,Zen AI,enterprise,Promising,4,4,1,9,153,33,334.25,28.14,0
481,FluxLogic,enterprise,Lost,2,1,1,4,197,17,643.36,16.47,0
482,EchoSystems,professional,Promising,3,4,1,8,163,31,378.71999999999997,27.68,0
483,IonCloud,free,Needs Attention,1,1,3,5,394,16,1801.33,16.29,0
484,GridCorp,free,Cannot Lose Them,1,3,2,6,227,26,998.7,24.36,0
485,EdgeWorks,professional,At Risk,1,3,3,7,232,27,1907.45,23.68,0
486,TrekAI,enterprise,Lost,2,2,2,6,189,24,848.53,21.67,0
487,Hub Software,starter,At Risk,2,3,4,9,202,26,2939.44,23.48,1
488,MetaHQ,free,Needs Attention,2,1,4,7,184,20,4152.42,19.93,0
489,Warp Hub,free,At Risk,2,4,4,10,188,31,3897.24,26.58,0
490,ZealLabs,enterprise,Promising,3,3,2,8,165,27,899.5,24.87,1
491,ArcLogic,free,Needs Attention,2,1,4,7,179,21,3418.25,20.07,0
492,NexusGroup,starter,Loyal Customers,3,3,3,9,159,25,1226.35,24.3,0
493,Flow Dev,professional,Potential Loyalists,4,2,3,9,145,23,2166.92,21.69,0
494,UnitAI,free,Promising,3,4,2,9,168,30,1066.3500000000001,25.02,0
495,Trek Ventures,professional,Promising,4,3,2,9,149,27,953.75,24.35,0
496,Beam Digital,starter,At Risk,1,4,3,8,273,29,1279.56,26.62,0
497,HiveSystems,free,Loyal Customers,4,3,4,11,150,27,2975.69,23.17,1
498,XenonCloud,professional,Loyal Customers,3,3,4,10,174,26,6295.549999999999,23.58,0
499,AcmeSystems,starter,Promising,3,4,2,9,159,30,954.4,27.74,0
500,WarpDigital,professional,Cannot Lose Them,1,3,2,6,240,28,733.86,25.0,0
501,Flow Solutions,free,Potential Loyalists,4,1,2,7,142,14,1094.29,15.94,1
502,WarpIO,free,Needs Attention,1,1,4,6,233,16,4849.139999999999,17.55,0
503,Bolt Works,professional,Needs Attention,2,3,2,7,182,27,672.07,24.29,1
504,Nexus Works,enterprise,Lost,1,1,2,4,240,21,698.5,18.58,0
505,Mist Ventures,free,Lost,1,1,1,3,287,19,449.53,19.08,0
506,BoltAnalytics,starter,Potential Loyalists,3,1,1,5,177,19,632.9200000000001,18.93,1
507,IrisSolutions,starter,Potential Loyalists,4,2,2,8,157,22,913.49,21.24,1
508,Glow Cloud,professional,Needs Attention,1,2,3,6,356,22,1805.04,19.84,0
509,WarpNet,professional,Lost,1,2,2,5,231,22,663.04,21.12,0
510,RiftSolutions,starter,Needs Attention,2,3,1,6,189,28,382.59,25.01,0
511,WaveLogic,free,Promising,4,4,2,10,146,31,981.67,26.65,1
512,RiftNet,starter,Loyal Customers,4,4,3,11,146,30,1773.11,26.05,0
513,AcmeSoftware,free,Lost,2,2,2,6,194,23,700.89,21.46,0
514,Edge Digital,professional,Potential Loyalists,4,1,2,7,143,19,1059.45,20.48,0
515,AcmeCorp,professional,Needs Attention,2,1,3,6,210,19,1878.24,19.47,0
516,DataAnalytics,professional,Lost,1,1,1,3,254,21,586.15,23.24,0
517,Tidal Tech,enterprise,Promising,4,3,2,9,155,27,929.28,25.48,1
518,HivePlatform,starter,Loyal Customers,4,3,4,11,147,25,2587.6000000000004,23.26,0
519,IonAI,starter,Lost,1,2,2,5,221,24,685.7,23.16,0
520,OrbitGroup,professional,Loyal Customers,3,3,4,10,159,26,2552.94,23.76,0
521,HiveWorks,starter,Cannot Lose Them,1,4,2,7,274,33,677.4399999999999,28.28,0
522,GlowStack,professional,Lost,1,2,2,5,328,24,1019.6,22.96,1
523,PulseDev,starter,Lost,1,1,1,3,215,18,214.04,19.28,1
524,LinkVentures,free,Champions,4,4,4,12,153,32,4255.23,29.04,1
525,VertexPro,enterprise,Lost,1,2,1,4,218,23,300.04,23.26,1
526,Quark Pro,free,Potential Loyalists,4,2,4,10,154,24,2629.99,23.11,0
527,VertexSoftware,professional,Lost,2,1,1,4,201,20,497.83,19.12,0
528,MetaSoftware,free,Potential Loyalists,4,1,4,9,148,21,2404.77,21.21,1
529,IonDev,starter,Promising,3,4,2,9,164,31,1092.57,28.58,0
530,FluxDev,starter,Needs Attention,1,1,3,5,220,20,2183.49,20.72,0
531,NovaPlatform,free,Needs Attention,1,1,4,6,351,21,3159.35,19.45,0
532,SyncHQ,starter,Potential Loyalists,3,1,1,5,160,20,127.74000000000001,19.3,0
533,Edge Studio,starter,Needs Attention,2,1,4,7,198,15,2502.98,15.41,1
534,QuarkCloud,professional,At Risk,2,3,3,8,202,26,2124.13,22.71,0
535,ZenVentures,professional,Promising,3,3,1,7,161,27,649.52,24.75,0
536,UnitHQ,enterprise,Potential Loyalists,4,2,3,9,146,24,1617.54,23.29,1
537,VineLabs,starter,Loyal Customers,3,4,3,10,170,29,2292.18,25.7,0
538,IonDigital,free,Loyal Customers,4,3,3,10,152,28,2237.29,24.63,0
539,GridWorks,enterprise,Potential Loyalists,4,1,2,7,151,20,745.77,21.95,0
540,Quest Dev,free,Needs Attention,1,1,4,6,451,13,3230.46,16.15,1
541,TidalCorp,starter,Potential Loyalists,3,2,3,8,173,24,1340.67,23.57,0
542,ZenGroup,free,Potential Loyalists,4,2,2,8,150,23,785.73,21.11,0
543,Nexus Pro,professional,Promising,3,3,1,7,178,27,315.39,23.58,1
544,SagePro,enterprise,Champions,4,4,4,12,157,32,3740.8100000000004,26.48,0
545,Sage Ops,enterprise,At Risk,2,3,4,9,193,27,2396.06,23.87,0
546,Jade Ops,enterprise,Promising,3,3,1,7,169,26,535.4300000000001,23.15,1
547,Trek AI,professional,At Risk,1,3,3,7,242,28,1343.04,25.58,0
548,Zeal Logic,starter,Potential Loyalists,3,1,2,6,161,21,695.74,20.85,0
549,QuestSolutions,professional,Needs Attention,2,4,1,7,192,30,648.55,23.49,0
550,Ultra Solutions,starter,At Risk,1,4,4,9,218,38,2644.3199999999997,30.8,0
551,FluxSystems,starter,Lost,2,1,2,5,185,21,1070.17,20.52,0
552,Bolt Group,starter,Needs Attention,2,1,4,7,181,19,3238.36,18.61,0
553,TidalPlatform,starter,Lost,1,2,1,4,214,24,311.37,24.49,0
554,Ultra Stack,professional,Needs Attention,2,4,1,7,193,31,392.84000000000003,28.31,0
555,QuestPlatform,starter,Promising,4,4,1,9,154,31,598.07,27.96,1
556,Link Dynamics,starter,Potential Loyalists,4,2,2,8,152,24,853.04,21.28,0
557,KeenHQ,free,Lost,1,1,1,3,241,20,419.39,21.12,0
558,FlowHub,professional,Loyal Customers,4,3,4,11,155,26,2572.5,24.24,0
559,VertexDigital,professional,At Risk,2,4,3,9,179,28,1222.05,25.61,0
560,FluxCloud,starter,Needs Attention,2,1,4,7,197,21,3427.4300000000003,19.12,0
561,GlowNet,starter,Potential Loyalists,4,1,3,8,157,21,2103.15,19.32,0
562,SageOps,starter,Loyal Customers,4,3,3,10,143,26,1971.3700000000001,24.23,1
563,HiveSoftware,starter,Needs Attention,1,2,4,7,215,22,3347.3199999999997,22.13,0
564,GridStack,free,Needs Attention,2,4,1,7,205,29,549.77,26.92,0
565,Xenon Solutions,starter,Potential Loyalists,4,1,1,6,153,17,350.13,15.67,0
566,QuarkCorp,professional,Needs Attention,1,1,4,6,294,20,2380.2999999999997,18.47,0
567,Acme Ops,starter,Needs Attention,1,1,4,6,283,13,2629.82,13.73,0
568,VertexWorks,free,Promising,3,3,2,8,172,25,836.94,23.24,0
569,Hive Analytics,starter,Needs Attention,1,1,4,6,277,17,2612.34,17.47,1
570,VineWorks,professional,Promising,3,4,2,9,160,33,857.27,30.23,0
571,Meta Net,professional,Lost,1,1,1,3,265,20,275.43,20.65,0
572,KiteHQ,enterprise,Lost,2,2,2,6,186,23,848.29,23.08,1
573,UnitAnalytics,professional,At Risk,2,3,4,9,207,27,3065.7099999999996,24.79,0
574,PeakWorks,free,Needs Attention,2,2,3,7,181,23,2271.31,21.03,0
575,VineVentures,enterprise,Promising,3,4,2,9,160,28,755.4,25.9,1
576,UltraHub,professional,Loyal Customers,3,4,4,11,166,34,3622.4399999999996,29.09,0
577,FluxOps,enterprise,Needs Attention,1,2,3,6,286,24,1399.6699999999998,22.54,0
578,TrekVentures,starter,At Risk,2,3,4,9,180,26,5747.86,24.85,0
579,Zeal Solutions,professional,Needs Attention,2,3,1,6,206,27,596.74,24.4,0
580,WarpLogic,enterprise,Lost,2,2,2,6,186,23,974.05,22.5,0
581,Sage IO,free,Potential Loyalists,4,2,2,8,151,22,968.59,22.13,0
582,YieldCorp,free,At Risk,1,3,4,8,223,26,2729.0699999999997,23.66,0
583,Flux Cloud,free,Potential Loyalists,3,2,2,7,174,22,1003.05,20.62,0
584,Flow Systems,professional,Needs Attention,2,4,2,8,185,29,924.75,27.09,0
585,YieldIO,starter,At Risk,1,4,4,9,240,31,2442.38,27.22,0
586,EdgeDev,professional,At Risk,2,4,3,9,185,28,1459.3,25.76,0
587,Nova Stack,professional,Lost,1,1,2,4,233,21,836.28,19.59,0
588,QuestDynamics,starter,Loyal Customers,3,4,4,11,171,29,4982.08,24.91,0
589,Tidal Software,free,Needs Attention,1,1,3,5,216,18,2092.74,19.13,0
590,DriftTech,starter,Loyal Customers,3,4,3,10,173,31,1201.9,27.46,0
591,ArcDigital,starter,At Risk,2,4,4,10,203,29,4324.83,25.89,0
592,HubSolutions,free,Promising,4,4,1,9,147,29,493.25,26.06,0
593,Vine Ops,free,Champions,4,4,4,12,143,34,2530.44,28.91,1
594,UnitStack,enterprise,Potential Loyalists,4,1,3,8,148,19,2329.4,18.53,0
595,FlowSolutions,free,Loyal Customers,3,3,4,10,164,25,3163.7999999999997,23.7,0
596,SageDynamics,free,At Risk,1,3,3,7,224,25,1629.6,25.06,0
597,LunaTech,professional,Potential Loyalists,3,2,3,8,166,23,1623.85,21.49,0
598,SyncCloud,enterprise,At Risk,1,4,4,9,236,31,3135.69,27.35,0
599,DriftGroup,professional,Potential Loyalists,3,1,3,7,161,17,1294.5900000000001,19.37,1
600,HiveDev,starter,Lost,1,2,1,4,234,23,239.35,21.67,0
601,GridHQ,free,Needs Attention,2,2,3,7,189,23,1542.33,19.6,1
602,Echo Ops,starter,Potential Loyalists,4,2,2,8,151,22,744.74,21.11,0
603,IonSystems,starter,Promising,3,4,2,9,178,30,1041.16,26.96,0
604,Jet Pro,enterprise,Promising,4,3,2,9,143,27,756.4200000000001,25.03,1
605,BeamLabs,free,Needs Attention,1,1,4,6,214,20,2784.68,20.96,0
606,HubAnalytics,professional,Cannot Lose Them,1,3,1,5,275,25,341.25,22.98,0
607,Flux Studio,starter,Promising,4,4,1,9,145,28,505.54999999999995,24.47,0
608,Link Logic,free,Lost,1,1,2,4,215,20,831.64,18.26,0
609,TidalPro,free,Loyal Customers,3,4,3,10,177,32,2203.84,25.88,0
610,Arc Dev,enterprise,Promising,3,3,1,7,176,26,536.48,24.39,1
611,RiftDynamics,free,At Risk,1,4,3,8,242,28,1712.31,24.52,1
612,Hub Solutions,starter,At Risk,1,3,3,7,223,26,1256.63,24.16,0
613,MistStudio,professional,Loyal Customers,4,4,3,11,155,33,1514.21,27.48,0
614,QuestHub,starter,Potential Loyalists,3,2,1,6,174,23,339.64,21.1,0
615,Unit Corp,starter,Potential Loyalists,3,2,4,9,168,22,2882.93,20.93,0
616,KiteSolutions,enterprise,Promising,4,3,2,9,153,26,743.6700000000001,24.64,1
617,AcmeHub,free,Lost,1,1,1,3,232,18,473.17,21.71,1
618,Echo Hub,starter,Lost,1,1,1,3,220,14,470.31,16.26,0
619,Orbit Labs,starter,Potential Loyalists,4,2,2,8,143,23,820.23,20.98,0
620,OrbitSystems,starter,Needs Attention,2,2,3,7,199,22,2235.75,20.56,1
621,NexusCloud,starter,Needs Attention,1,1,4,6,237,19,3558.33,19.69,0
622,JetLogic,free,Promising,3,3,1,7,169,26,179.34,24.73,0
623,FluxCorp,enterprise,At Risk,2,4,3,9,181,38,1512.8,31.06,0
624,ArcDev,free,Potential Loyalists,4,1,2,7,142,19,787.68,18.54,0
625,DataStudio,enterprise,Lost,2,1,1,4,209,20,394.34,21.21,0
626,Unit Labs,starter,Promising,3,4,1,8,178,28,583.64,24.78,1
627,Luna IO,starter,Loyal Customers,3,4,3,10,163,33,2269.17,28.44,0
628,Kite Labs,starter,Loyal Customers,3,3,3,9,177,27,1824.1100000000001,23.38,0
629,FlowDev,enterprise,Needs Attention,2,4,1,7,201,28,471.8,25.31,0
630,Xenon Stack,professional,Needs Attention,2,2,4,8,186,24,3089.3,22.72,1
631,Cloud Platform,starter,Loyal Customers,3,3,4,10,172,27,2879.2799999999997,23.58,0
632,Warp Logic,starter,Promising,4,3,2,9,144,26,1068.31,23.2,0
633,Jet Ops,starter,Needs Attention,1,1,3,5,225,20,1502.2999999999997,18.96,0
634,CoreDigital,professional,Loyal Customers,4,4,3,11,157,30,1697.83,27.82,1
635,Tidal Dynamics,free,Promising,4,3,2,9,147,25,984.49,23.51,0
636,QuarkIO,starter,Lost,1,1,2,4,245,16,756.03,18.94,0
637,CoreStudio,free,Lost,2,1,2,5,188,19,1031.6,17.66,1
638,Kite Ventures,free,Champions,4,4,4,12,142,28,2503.21,25.82,0
639,ZenHub,free,Cannot Lose Them,1,4,2,7,260,30,930.4300000000001,28.12,1
640,MistHub,free,Needs Attention,1,2,4,7,221,23,7815.6900000000005,21.89,0
641,Zen Tech,free,Needs Attention,2,1,3,6,189,19,2206.53,18.38,1
642,KiteSoftware,professional,Potential Loyalists,3,1,1,5,161,20,643.9100000000001,18.81,0
643,EdgePro,professional,Needs Attention,1,1,4,6,232,20,2431.41,20.97,0
644,Nova Pro,starter,Loyal Customers,3,4,4,11,163,30,4995.799999999999,27.0,0
645,BoltCloud,starter,Promising,3,4,1,8,168,33,381.79,27.63,0
646,LunaDynamics,starter,Loyal Customers,4,3,3,10,155,25,2036.35,23.5,0
647,Vine Hub,professional,Lost,2,1,1,4,187,19,544.28,20.56,0
648,DriftCorp,starter,Lost,1,2,2,5,301,24,823.77,21.18,0
649,Arc AI,professional,Needs Attention,2,1,3,6,200,18,1457.6799999999998,18.56,0
650,Peak Logic,starter,Loyal Customers,4,3,4,11,151,26,3076.7200000000003,23.38,0
651,Ultra Software,starter,At Risk,1,4,3,8,244,32,1515.21,26.19,0
652,DriftStack,starter,At Risk,1,3,3,7,256,26,1408.32,23.78,0
653,RushTech,free,Lost,1,2,1,4,287,22,405.68,22.11,0
654,Bolt Corp,professional,Cannot Lose Them,1,4,1,6,269,28,594.38,25.13,0
655,QuestVentures,enterprise,Needs Attention,2,4,1,7,186,34,308.34,28.97,0
656,MistLabs,free,Potential Loyalists,3,2,1,6,158,23,592.23,22.58,0
657,Flow Studio,starter,Potential Loyalists,3,1,1,5,162,21,525.86,19.61,1
658,ZenSystems,free,Needs Attention,2,4,2,8,206,29,958.52,24.59,0
659,MistLogic,professional,Cannot Lose Them,1,3,1,5,225,26,483.67,24.64,0
660,Nova Ops,starter,At Risk,1,3,3,7,278,27,1843.8500000000001,23.1,0
661,MistSoftware,enterprise,Promising,3,4,2,9,175,31,754.01,26.95,0
662,Flux IO,free,Lost,1,1,2,4,338,18,746.55,20.61,1
663,Peak Labs,professional,Cannot Lose Them,1,4,1,6,264,31,534.34,28.47,1
664,FluxStack,starter,Cannot Lose Them,1,3,1,5,224,27,585.26,23.14,0
